CLIENTNUM,Attrition_Flag (Customer turnover),Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,loanProbability,Loan
778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,3,0,3839,2295,60%,0.5664977829655938,0
714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,2,3,2115,1141,54%,0.4242903978829122,0
719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,2,2,1438.3,679,47%,0.3119781783888196,1
713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,3,0,27756,1789,6%,0.6189403000051019,0
769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,1,2,1438.3,0,0%,0.5041423321128351,1
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,4,2,13878,2222,16%,0.4042545851864184,0
788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,1,3,3106,1304,42%,0.3397139085830986,0
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,3,3,34516,1666,5%,0.602652755,1
772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,3,1438.3,1025,71%,0.3233653809912244,1
708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,3,0,18871,1740,9%,0.5780666157127918,1
717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,2,2,5207,1748,34%,0.5875401838804927,1
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,2,2,17965,1644,9%,0.7901837248780543,1
769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,3,3,2733,1819,67%,0.44425659802537576,0
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,3,2,8863,1301,15%,0.6046343423864953,1
720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,3,3,1857,1833,99%,0.295537295,0
787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,34516,0,0%,0.5970549014057764,1
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,3,3,11107,1222,11%,0.6382995583402657,0
789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,1,2,21573,1585,7%,0.7470743282287308,1
710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,3,3,2859,2517,88%,0.32103555081311685,0
710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,2,2,5269,1475,28%,0.37534962762241575,0
821797008,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,3,1438.3,0,0%,0.6601229109339919,1
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,3,2,3387,0,0%,0.36075848742018685,0
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,2,3,1982,1289,65%,0.5568810604801051,1
793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,4645,1650,36%,0.3490291857465536,0
713779908,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,3,2,2189,1666,76%,0.5821719824072281,0
712125258,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,2442,0,0%,0.5309061152753259,0
709703433,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,1,2,21304,1532,7%,0.7412661485430136,1
721022433,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,1,2,7577,2480,33%,0.5728083968363458,1
710103558,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,1,2,3234,1486,46%,0.4934860783759588,0
715952883,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,3,2,4469,1125,25%,0.31086020509867845,0
719731458,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,3,4,2910,709,24%,0.48503465420599157,0
772390908,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,4,3,3616,1054,29%,0.14745249768326055,0
787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,2,3,3252,1495,46%,0.21636881340434524,0
709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,3,3,2358,1152,49%,0.41695542958309384,0
715432608,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,1,0,22322,953,4%,0.7129519971433833,1
799471833,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,2,2,3133,1510,48%,0.2025056853344815,0
714187533,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,3,0,3540,849,24%,0.29291914843556627,1
779656908,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,3,2,6990,1378,20%,0.3487231272131326,0
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,3,34516,1652,5%,0.5124558229730738,1
778867533,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,4,1,1438.3,0,0%,0.333923003,0
710620383,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,3,2,24396,1171,5%,0.747664069,1
778661358,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,3,2,2474,2143,87%,0.24953462341704805,0
789483333,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,1,3,5214,795,15%,0.41238006594577015,0
809855808,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,2,2,5207,1650,32%,0.4153386928421722,0
718464258,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,9512,1082,11%,0.36844581252233477,0
708528483,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,3,2,3187,2430,76%,0.5061514126593605,0
771809733,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,3,3,3353,0,0%,0.19444150282095074,0
719942883,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,2290,1434,63%,0.5737389248201714,0
807226683,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,1,3,5279,1115,21%,0.4723440674576586,0
717806133,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,3,0,23603,0,0%,0.5648372509773989,1
720615708,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,2,2,2601,0,0%,0.3046426680697888,1
714511758,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,3,0,6363,1029,16%,0.5366987985078764,0
715050408,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,3,3,8029,1576,20%,0.46502326228148416,0
721132233,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2410,1769,73%,0.4128657499966843,0
719211558,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,2,3401,0,0%,0.21632781639996432,0
712069008,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,2,0,2260,1007,45%,0.5270242782829846,0
715996983,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,2,2,17682,2481,14%,0.7323842156833472,1
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,1,3,4206,1100,26%,0.5373395045001379,0
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,3,2,34516,1440,4%,0.46057713997224714,0
719117433,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,3,0,23018,2168,9%,0.7261599176676735,0
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,2,3,5556,1711,31%,0.31620147062832055,1
718621608,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,1,6094,0,0%,0.406748218,1
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,1,2,2939,1999,68%,0.20748961442192482,0
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,1,0,5362,1274,24%,0.2359891168231037,0
720272958,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,27126,0,0%,0.5937290457932177,1
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,3,2,3342,2517,75%,0.47117981375704965,0
709173108,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,2,2,2532,2221,88%,0.6019109936777369,0
709879458,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,3,1900,1376,72%,0.5505855714669075,0
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,3,2,14546,1703,12%,0.5865433479737023,1
770632758,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,3,2,2521,1608,64%,0.4753805590449893,1
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,4,3,16427,1682,10%,0.7031389078118351,1
771742533,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,1,2,13068,1718,13%,0.616526023,0
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,3,0,23218,1814,8%,0.628927544,0
716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,1,3,3281,837,26%,0.3020849989689876,0
713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,3,2,3096,2217,72%,0.49825902806524963,0
712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,2,3,2052,1250,61%,0.29465613467592305,1
789562383,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,3,0,1438.3,583,41%,0.21789775155998695,0
754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,3,2,9432,1418,15%,0.4483965965551636,0
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,2,3,14938,2303,15%,0.24463418033396456,0
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,2,2221,1343,61%,0.463603097,1
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,3,0,5731,1577,28%,0.5815357949317803,0
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,3,34516,2061,6%,0.6822125787115342,1
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,2,2,6985,1130,16%,0.5272827880470121,0
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,0,24221,1707,7%,0.5374888805173949,0
710572458,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,1,1,15439,0,0%,0.6611871965802092,1
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,3,2,21637,2030,9%,0.8319273180975894,1
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,3,2,14543,0,0%,0.4582655462696442,0
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,1,1,9684,2475,26%,0.5950966881431484,1
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,5007,930,19%,0.3693668194520459,1
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,2,0,1616,1047,65%,0.206005792,0
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,2,2,19116,0,0%,0.6078298580888581,1
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,6,2,2759,2223,81%,0.5115959396019969,1
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,3,3,8249,1381,17%,0.4226686989255426,0
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,3,2,14041,2154,15%,0.47722177366917484,1
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,3,2,5264,2169,41%,0.5386838641360898,1
709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,2,1,2420,1912,79%,0.22257791432320287,0
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,2,0,2826,2070,73%,0.5906189029854173,1
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,2,12518,1539,12%,0.7297373855799245,1
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,2,1,5876,1297,22%,0.2200186856640704,1
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,2,3,34516,0,0%,0.6185683562841419,1
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,1,2,9648,1926,20%,0.4455324788130176,1
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,34516,2177,6%,0.5244790670965573,0
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,0,3025,2376,79%,0.40200351168250037,0
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,3,3,3265,2517,77%,0.49116394110319983,1
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,2,2,6041,1355,22%,0.2501273675996285,0
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,2,2293,1823,80%,0.45512606036084857,1
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,2,13399,2505,19%,0.8887682918314351,1
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,4317,2517,58%,0.4323276539806009,1
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,2,0,3378,1069,32%,0.4689889674700107,1
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,1,3,5012,2242,45%,0.22992859465352306,0
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,1,0,2569,1605,63%,0.4409050415363247,1
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,1,2,3471,1785,51%,0.18626403396798913,0
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,3,3,34516,1699,5%,0.7056200492087543,1
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,3,2,3312,1844,56%,0.38028428861046454,1
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,3,3,2578,2462,96%,0.3118988626288956,0
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,3,2,2902,2517,87%,0.3873038231078096,0
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,2,1,2742,2321,85%,0.47107133951503594,0
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,3,3,2077,1571,76%,0.3513072121458295,0
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,1,2,6265,1942,31%,0.5017938594634537,0
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,3,0,7819,1560,20%,0.49446288071334565,0
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,3,3,2731,1692,62%,0.5223349063366066,0
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,4,3,1438.3,537,37%,0.22852945336056854,0
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,1,2,16286,1710,11%,0.5181502043151569,0
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,2,3,34516,0,0%,0.5176933973735478,1
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,1,0,2609,2439,94%,0.5420434668056703,0
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,3,2,7567,1173,16%,0.43025987754294287,0
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,3,3,22770,2517,11%,0.909541042,1
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,1,2,3791,1648,44%,0.25295909919495196,0
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,2,2702,2517,93%,0.3943379088077945,0
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,1,3,2555,2117,83%,0.3607689907479561,1
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,3,2,2355,1090,46%,0.5332367748683711,1
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,2,0,5332,0,0%,0.34478365749407347,1
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,3,2,1443,1375,95%,0.2958256634483635,0
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,2,3,10741,755,7%,0.7401206419775868,1
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,2,0,7984,1503,19%,0.3165697287302189,0
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,2,2,18584,2517,14%,0.6613076694055546,1
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,1,3,5585,1465,26%,0.23292314623914068,0
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,3,2,34516,2165,6%,0.6955257741149568,1
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,3,4,1438.3,0,0%,0.35040415227454114,0
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,1,0,2478,2031,82%,0.369675108,0
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,3,3,34516,2274,7%,0.7452975898446406,1
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,2,3,2339,1440,62%,0.4480363466585555,0
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,3,2,2726,0,0%,0.40159110101653134,0
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,14881,848,6%,0.6906281966653299,1
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,3,3,1628,969,60%,0.5993974194231779,0
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,2,2,3156,1644,52%,0.3859056993761787,0
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,3,0,4745,1270,27%,0.33370485,0
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,3,2,19727,1785,9%,0.6757947162320042,0
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,2,22720,793,4%,0.48612405628529254,0
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,3,0,8129,1799,22%,0.6171583893135367,1
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,2,3,3751,1521,41%,0.4709275176530763,1
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,5,3,1594,1411,89%,0.49942400528918446,0
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,2,0,2569,1403,55%,0.3098551847735133,0
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,3,2,18206,1586,9%,0.8342659035201669,1
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,3,3,3104,1766,57%,0.6733986702886936,1
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,3,2,2406,1560,65%,0.5049126828430006,0
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,24571,1955,8%,0.5669662188666309,1
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,2,3,15534,726,5%,0.36524679663491777,0
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,2,0,12301,2250,18%,0.3620764668401258,1
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,2,3,2846,1818,64%,0.6122427466023723,1
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,2,3,9788,1794,18%,0.5396170298825806,0
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,3,3,7231,2381,33%,0.4485913075671072,1
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,3,2,2324,1576,68%,0.41341669808759696,1
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,2,3,12208,1980,16%,0.5964838503269804,1
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,5,3,5639,1547,27%,0.5735291441062929,1
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,2,10021,1617,16%,0.46933899762748926,0
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,1,0,2215,1915,87%,0.2649714426317372,0
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,2,3,2027,1480,73%,0.3175022024009783,1
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,2,2,6363,1162,18%,0.5046895526206846,0
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,1,2,3920,2008,51%,0.4824849108182048,1
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,1,3,9226,1233,13%,0.6129680456328369,1
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,1,1,9376,1288,14%,0.5753372463464126,1
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,3,3,1944,1346,69%,0.5501640180816705,1
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,0,9599,1554,16%,0.5876613677604885,1
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,1,2,28202,843,3%,0.6260430040301243,1
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,1,24850,1662,7%,0.6743222827110861,1
